date,position,regime,prob_high_vol,prob_low_vol,entry_spread,execution_style
2021-02-26,bear_steepener,high_uncertainty,1.0,0.0,0.025214558277778104,pay_spread
2021-03-31,bear_steepener,high_uncertainty,1.0,0.0,0.0239575388378796,pay_spread
2021-04-30,bear_steepener,high_uncertainty,1.0,0.0,0.020597982594506695,pay_spread
2021-05-31,bear_steepener,high_uncertainty,1.0,0.0,0.014094375052483801,pay_spread
2021-06-30,bear_steepener,high_uncertainty,1.0,0.0,0.010499452405311194,pay_spread
2021-07-30,bear_steepener,high_uncertainty,1.0,0.0,0.008342396381381803,pay_spread
2021-08-31,bear_steepener,high_uncertainty,1.0,0.0,0.010133360163447,pay_spread
2021-09-29,bear_steepener,high_uncertainty,1.0,0.0,0.009562482897072108,pay_spread
2021-10-29,bear_steepener,high_uncertainty,1.0,0.0,-0.010493790505675199,pay_spread
2021-11-30,bear_steepener,high_uncertainty,1.0,0.0,-0.013429700055506588,pay_spread
2021-12-30,bear_steepener,high_uncertainty,1.0,0.0,-0.014650391609296404,pay_spread
2022-01-31,bear_steepener,high_uncertainty,1.0,0.0,-0.014365042671379905,pay_spread
2022-02-25,bear_steepener,high_uncertainty,1.0,0.0,-0.015635392950609894,pay_spread
2022-05-02,bear_steepener,high_uncertainty,1.0,0.0,-0.012495030868637597,pay_spread
2022-05-16,bear_steepener,high_uncertainty,1.0,0.0,-0.01484086866114899,pay_spread
2022-05-31,bear_steepener,high_uncertainty,1.0,0.0,-0.01009812101938741,pay_spread
2022-07-29,bear_steepener,high_uncertainty,1.0,0.0,-0.005265259998027003,pay_spread
2022-08-31,bear_steepener,high_uncertainty,1.0,0.0,-0.007719375066576703,pay_spread
2022-09-30,bear_steepener,high_uncertainty,1.0,0.0,-0.002779370211087012,pay_spread
2022-10-31,bear_steepener,high_uncertainty,1.0,0.0,-0.004639521857802795,pay_spread
2022-11-30,bear_steepener,high_uncertainty,1.0,0.0,-0.011949782976120399,pay_spread
2022-12-29,bear_steepener,high_uncertainty,1.0,0.0,0.0003538097266617968,pay_spread
2023-01-30,bear_steepener,high_uncertainty,1.0,0.0,0.0011254609596819953,pay_spread
2023-02-28,bear_steepener,high_uncertainty,1.0,0.0,0.008210100538688994,pay_spread
2023-03-31,bear_steepener,high_uncertainty,1.0,0.0,0.009416829507528993,pay_spread
2023-04-28,bear_steepener,high_uncertainty,1.0,0.0,0.004668868642792395,pay_spread
2023-05-31,bear_steepener,high_uncertainty,1.0,0.0,0.004488145397367804,pay_spread
2023-06-30,bear_steepener,high_uncertainty,1.0,0.0,0.007288939848283202,pay_spread
2023-07-28,bear_steepener,high_uncertainty,1.0,0.0,0.010858650770801503,pay_spread
2023-08-31,bear_steepener,high_uncertainty,1.0,0.0,0.015558786759737098,pay_spread
2023-09-29,bear_steepener,high_uncertainty,1.0,0.0,0.0141979522659708,pay_spread
2023-11-08,bear_steepener,high_uncertainty,1.0,0.0,0.0094903261932901,pay_spread
2023-12-06,bear_steepener,high_uncertainty,1.0,0.0,0.011176508492619391,pay_spread
2024-01-05,bear_steepener,high_uncertainty,1.0,0.0,0.012048355845154499,pay_spread
2024-02-07,bear_steepener,high_uncertainty,1.0,0.0,0.0127106690607834,pay_spread
2024-03-07,bear_steepener,high_uncertainty,1.0,0.0,0.012650247065988399,pay_spread
2024-04-05,bear_steepener,high_uncertainty,1.0,0.0,0.015183589528870098,pay_spread
2024-05-06,bear_steepener,high_uncertainty,1.0,0.0,0.012399748146696005,pay_spread
2024-05-29,bear_steepener,high_uncertainty,1.0,0.0,0.011624179766779999,pay_spread
2024-06-28,bear_steepener,high_uncertainty,1.0,0.0,0.007085423041921085,pay_spread
2024-07-29,bear_steepener,high_uncertainty,1.0,0.0,0.0013397351313630956,pay_spread
2024-08-30,bear_steepener,high_uncertainty,1.0,0.0,0.000507399643578002,pay_spread
2024-09-30,bear_steepener,high_uncertainty,1.0,0.0,-0.0038098761356177846,pay_spread
2024-11-11,bear_steepener,high_uncertainty,1.0,0.0,-0.010089934149832697,pay_spread
2024-11-29,bear_steepener,high_uncertainty,1.0,0.0,-0.012036545953230088,pay_spread
2024-12-30,bear_steepener,high_uncertainty,1.0,0.0,-0.014208224690292814,pay_spread
2025-01-31,bear_steepener,high_uncertainty,1.0,0.0,-0.010560652997344488,pay_spread
2025-03-14,bear_steepener,high_uncertainty,1.0,0.0,-0.0029602531865642046,pay_spread
2025-04-08,bear_steepener,high_uncertainty,1.0,0.0,0.001668315113923402,pay_spread
2025-04-30,bear_steepener,high_uncertainty,1.0,0.0,-0.0006163866409476249,pay_spread
2025-05-30,bear_steepener,high_uncertainty,1.0,0.0,-0.004101183330720792,pay_spread
2025-06-30,bear_steepener,high_uncertainty,1.0,0.0,-0.009684263077983202,pay_spread
2025-07-31,bear_steepener,high_uncertainty,1.0,0.0,-0.004629846685621303,pay_spread
2025-08-29,bear_steepener,high_uncertainty,1.0,0.0,0.0005991017282079014,pay_spread
2025-09-30,bear_steepener,high_uncertainty,1.0,0.0,-0.00014099182407550925,pay_spread
2025-10-31,bear_steepener,high_uncertainty,1.0,0.0,0.004440802358061713,pay_spread
2025-11-28,bear_steepener,high_uncertainty,1.0,0.0,0.006125028094333393,pay_spread
2025-12-30,bear_steepener,high_uncertainty,1.0,0.0,0.009192295848373389,pay_spread
2026-01-30,bear_steepener,high_uncertainty,1.0,0.0,0.010775970199282281,pay_spread
