date,position,regime,execution_style,curve_spread,spread_change,daily_pnl,curve_pnl,carry_pnl,holding_period_start,holding_period_end
2012-04-02,bear_steepener,high_uncertainty,pay_spread,0.01852872890331711,0.00021057466531670954,0.03814667909508794,0.04211493306334191,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-03,bear_steepener,high_uncertainty,pay_spread,0.0194998753810096,0.0009711464776924889,0.19026104157024382,0.19422929553849777,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-04,bear_steepener,high_uncertainty,pay_spread,0.020252882375529496,0.0007530069945198975,0.14663314493572555,0.1506013989039795,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-05,bear_steepener,high_uncertainty,pay_spread,0.0205209304881218,0.00026804811259230343,0.04964136855020672,0.05360962251846069,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-09,bear_steepener,high_uncertainty,pay_spread,0.0192391194149589,-0.0012818110731629,-0.260330468600834,-0.25636221463258,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-10,bear_steepener,high_uncertainty,pay_spread,0.0183714982416264,-0.0008676211733325001,-0.17749248863475398,-0.17352423466650002,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-11,bear_steepener,high_uncertainty,pay_spread,0.0177431666840788,-0.0006283315575476012,-0.1296345654777742,-0.12566631150952023,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-12,bear_steepener,high_uncertainty,pay_spread,0.01931231023799819,0.0015691435539193915,0.30986045681562435,0.3138287107838783,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-13,bear_steepener,high_uncertainty,pay_spread,0.019339840254219795,2.7530016221605225e-05,0.001537749276067077,0.005506003244321045,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-16,bear_steepener,high_uncertainty,pay_spread,0.0182550724982449,-0.0010847677559748942,-0.2209218051632328,-0.21695355119497883,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-17,bear_steepener,high_uncertainty,pay_spread,0.019068881851194305,0.0008138093529494045,0.15879361662162694,0.1627618705898809,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-18,bear_steepener,high_uncertainty,pay_spread,0.018057613409414294,-0.001011268441780011,-0.20622194232425617,-0.20225368835600221,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-19,bear_steepener,high_uncertainty,pay_spread,0.019854728552429105,0.0017971151430148102,0.3554547746347081,0.35942302860296205,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-20,bear_steepener,high_uncertainty,pay_spread,0.0203893411328169,0.0005346125803877971,0.10295426210930546,0.10692251607755943,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-23,bear_steepener,high_uncertainty,pay_spread,0.018740405027432905,-0.0016489361053839968,-0.3337554750450533,-0.32978722107679936,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-24,bear_steepener,high_uncertainty,pay_spread,0.019263391438369304,0.0005229864109363991,0.10062902821902585,0.10459728218727982,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-25,bear_steepener,high_uncertainty,pay_spread,0.018759662516873304,-0.0005037289214959995,-0.10471403826745386,-0.10074578429919989,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-26,bear_steepener,high_uncertainty,pay_spread,0.019496985892164087,0.0007373233752907826,0.14349642108990257,0.14746467505815652,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-27,bear_steepener,high_uncertainty,pay_spread,0.0202140149142538,0.000717029022089713,0.13943755044968864,0.1434058044179426,-0.003968253968253968,2012-03-30,2012-04-27
2012-04-30,bear_steepener,high_uncertainty,pay_spread,0.02101077576153869,0.0007967608472848886,0.15538391548872377,0.15935216945697772,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-02,bear_steepener,high_uncertainty,pay_spread,0.021922834595586693,0.0009120588340480046,0.17844351284134696,0.18241176680960092,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-03,bear_steepener,high_uncertainty,pay_spread,0.022221599720416513,0.00029876512482981954,0.05578477099770994,0.05975302496596391,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-04,bear_steepener,high_uncertainty,pay_spread,0.0212612905855476,-0.0009603091348689141,-0.19603008094203678,-0.19206182697378282,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-07,bear_steepener,high_uncertainty,pay_spread,0.019322169220359592,-0.0019391213651880068,-0.3917925270058553,-0.38782427303760136,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-08,bear_steepener,high_uncertainty,pay_spread,0.020509145648812704,0.0011869764284531126,0.23342703172236856,0.23739528569062252,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-09,bear_steepener,high_uncertainty,pay_spread,0.02154120164883369,0.0010320560000209866,0.20244294603594337,0.20641120000419733,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-10,bear_steepener,high_uncertainty,pay_spread,0.019220805373281608,-0.0023203962755520835,-0.46804750907867065,-0.4640792551104167,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-11,bear_steepener,high_uncertainty,pay_spread,0.020021147589613,0.0008003422163313928,0.1561001892980246,0.16006844326627856,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-14,bear_steepener,high_uncertainty,pay_spread,0.0219559773600832,0.0019348297704702005,0.38299770012578616,0.3869659540940401,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-15,bear_steepener,high_uncertainty,pay_spread,0.021800271634078702,-0.0001557057260044986,-0.03510939916915369,-0.031141145200899722,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-16,bear_steepener,high_uncertainty,pay_spread,0.02353465688491929,0.0017343852508405894,0.3429087961998639,0.3468770501681179,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-17,bear_steepener,high_uncertainty,pay_spread,0.02170913514426709,-0.0018255217406522029,-0.3690726020986945,-0.36510434813044057,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-18,bear_steepener,high_uncertainty,pay_spread,0.022715972000774992,0.0010068368565079033,0.1973991173333267,0.20136737130158067,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-21,bear_steepener,high_uncertainty,pay_spread,0.022523949855437306,-0.00019202214533768636,-0.04237268303579124,-0.03840442906753727,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-22,bear_steepener,high_uncertainty,pay_spread,0.022421285535729293,-0.00010266431970801237,-0.024501117909856443,-0.020532863941602475,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-23,bear_steepener,high_uncertainty,pay_spread,0.021700001240236397,-0.0007212842954928966,-0.14822511306683328,-0.14425685909857933,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-24,bear_steepener,high_uncertainty,pay_spread,0.01990543756897921,-0.0017945636712571877,-0.3628809882196915,-0.35891273425143755,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-25,bear_steepener,high_uncertainty,pay_spread,0.0195855775830807,-0.0003198599858985074,-0.06794025114795545,-0.06397199717970148,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-28,bear_steepener,high_uncertainty,pay_spread,0.018554893320603907,-0.0010306842624767942,-0.2101051064636128,-0.20613685249535885,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-29,bear_steepener,high_uncertainty,pay_spread,0.0187385176044743,0.00018362428387039276,0.03275660280582458,0.03672485677407855,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-30,bear_steepener,high_uncertainty,pay_spread,0.019326673471252498,0.0005881558667781978,0.11366291938738558,0.11763117335563955,-0.003968253968253968,2012-04-27,2012-05-31
2012-05-31,bear_steepener,high_uncertainty,pay_spread,0.0230147112345081,0.0036880377632556027,0.7336392986828666,0.7376075526511205,-0.003968253968253968,2012-04-27,2012-05-31
2012-06-01,bear_steepener,high_uncertainty,pay_spread,0.025113691812103295,0.002098980577595194,0.4158278615507849,0.41979611551903884,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-04,bear_steepener,high_uncertainty,pay_spread,0.026144914513656692,0.001031222701553397,0.20227628634242545,0.2062445403106794,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-05,bear_steepener,high_uncertainty,pay_spread,0.026871892006588002,0.0007269774929313105,0.14142724461800815,0.1453954985862621,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-06,bear_steepener,high_uncertainty,pay_spread,0.025966287830482312,-0.0009056041761056899,-0.18508908918939193,-0.18112083522113798,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-08,bear_steepener,high_uncertainty,pay_spread,0.023835639032396203,-0.00213064879808611,-0.43009801358547595,-0.426129759617222,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-11,bear_steepener,high_uncertainty,pay_spread,0.026987026904714995,0.003151387872318792,0.6263093204955045,0.6302775744637584,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-12,bear_steepener,high_uncertainty,pay_spread,0.026741658014848096,-0.0002453688898668982,-0.05304203194163361,-0.04907377797337964,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-13,bear_steepener,high_uncertainty,pay_spread,0.026246025809762097,-0.0004956322050859996,-0.10309469498545389,-0.09912644101719992,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-14,bear_steepener,high_uncertainty,pay_spread,0.026246554440907607,5.286311455104942e-07,-0.003862527739151869,0.00010572622910209883,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-15,bear_steepener,high_uncertainty,pay_spread,0.026715855605425193,0.0004693011645175854,0.08989197893526311,0.09386023290351708,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-18,bear_steepener,high_uncertainty,pay_spread,0.02566855996203099,-0.0010472956433942027,-0.2134273826470945,-0.20945912867884053,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-19,bear_steepener,high_uncertainty,pay_spread,0.024013110740394306,-0.0016554492216366845,-0.33505809829559086,-0.3310898443273369,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-20,bear_steepener,high_uncertainty,pay_spread,0.023482410502521894,-0.0005307002378724113,-0.11010830154273622,-0.10614004757448225,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-21,bear_steepener,high_uncertainty,pay_spread,0.022049086067167906,-0.0014333244353539887,-0.2906331410390517,-0.28666488707079774,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-22,bear_steepener,high_uncertainty,pay_spread,0.02153632496602409,-0.000512761101143816,-0.10652047419701717,-0.1025522202287632,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-25,bear_steepener,high_uncertainty,pay_spread,0.0211900536605511,-0.00034627130547298934,-0.07322251506285184,-0.06925426109459787,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-26,bear_steepener,high_uncertainty,pay_spread,0.02106312778628619,-0.00012692587426491042,-0.029353428821236052,-0.025385174852982084,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-27,bear_steepener,high_uncertainty,pay_spread,0.021512516720432598,0.000449388934146408,0.08590953286102763,0.0898777868292816,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-28,bear_steepener,high_uncertainty,pay_spread,0.02306791476370139,0.0015553980432687908,0.3071113546855042,0.31107960865375817,-0.003968253968253968,2012-05-31,2012-06-29
2012-06-29,bear_steepener,high_uncertainty,pay_spread,0.02161600419772121,-0.00145191056598018,-0.29435036716428997,-0.290382113196036,-0.003968253968253968,2012-05-31,2012-06-29
2012-07-02,bear_steepener,high_uncertainty,pay_spread,0.021319172523642405,-0.00029683167407880406,-0.06333458878401478,-0.05936633481576081,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-03,bear_steepener,high_uncertainty,pay_spread,0.021833686937226204,0.0005145144135837998,0.09893462874850599,0.10290288271675996,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-04,bear_steepener,high_uncertainty,pay_spread,0.022453753400967905,0.0006200664637417003,0.12004503878008609,0.12401329274834005,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-05,bear_steepener,high_uncertainty,pay_spread,0.022578661915010997,0.00012490851404309278,0.021013448840364587,0.024981702808618556,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-06,bear_steepener,high_uncertainty,pay_spread,0.022050029111054803,-0.0005286328039561944,-0.10969481475949285,-0.10572656079123888,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-10,bear_steepener,high_uncertainty,pay_spread,0.021189174470319802,-0.000860854640735001,-0.17613918211525414,-0.1721709281470002,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-11,bear_steepener,high_uncertainty,pay_spread,0.021534058527155092,0.0003448840568352901,0.06500855739880405,0.06897681136705802,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-12,bear_steepener,high_uncertainty,pay_spread,0.021334850992419607,-0.00019920753473548491,-0.04380976091535095,-0.03984150694709698,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-13,bear_steepener,high_uncertainty,pay_spread,0.020729158245697904,-0.0006056927467217033,-0.1251068033125946,-0.12113854934434065,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-16,bear_steepener,high_uncertainty,pay_spread,0.019990536562958197,-0.0007386216827397069,-0.15169259051619532,-0.14772433654794137,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-17,bear_steepener,high_uncertainty,pay_spread,0.0193421730457599,-0.0006483635171982971,-0.13364095740791337,-0.12967270343965942,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-18,bear_steepener,high_uncertainty,pay_spread,0.018177820908539297,-0.0011643521372206034,-0.23683868141237463,-0.23287042744412068,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-19,bear_steepener,high_uncertainty,pay_spread,0.017548146019930502,-0.0006296748886087944,-0.12990323169001283,-0.12593497772175888,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-20,bear_steepener,high_uncertainty,pay_spread,0.015226779482274008,-0.002321366537656494,-0.46824156149955276,-0.4642733075312988,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-23,bear_steepener,high_uncertainty,pay_spread,0.015927778445393295,0.000700998963119287,0.13623153865560345,0.1401997926238574,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-24,bear_steepener,high_uncertainty,pay_spread,0.016467602720436292,0.0005398242750429966,0.10399660104034535,0.10796485500859931,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-25,bear_steepener,high_uncertainty,pay_spread,0.015680803189476608,-0.0007867995309596837,-0.1613281601601907,-0.15735990619193674,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-26,bear_steepener,high_uncertainty,pay_spread,0.014932762590625509,-0.0007480405988510991,-0.15357637373847377,-0.14960811977021982,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-27,bear_steepener,high_uncertainty,pay_spread,0.0157491640752625,0.0008164014846369916,0.15931204295914436,0.16328029692739832,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-30,bear_steepener,high_uncertainty,pay_spread,0.0154279275194662,-0.0003212365557963004,-0.06821556512751405,-0.06424731115926008,-0.003968253968253968,2012-06-29,2012-07-31
2012-07-31,bear_steepener,high_uncertainty,pay_spread,0.013944082284788495,-0.0014838452346777053,-0.300737300903795,-0.29676904693554107,-0.003968253968253968,2012-06-29,2012-07-31
2012-08-01,bear_steepener,high_uncertainty,pay_spread,0.014464834094635101,0.0005207518098466063,0.10018210800106729,0.10415036196932126,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-02,bear_steepener,high_uncertainty,pay_spread,0.015061783022093406,0.0005969489274583045,0.11542153152340694,0.1193897854916609,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-03,bear_steepener,high_uncertainty,pay_spread,0.015277691812542196,0.00021590879044879052,0.039213504121504136,0.043181758089758104,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-06,bear_steepener,high_uncertainty,pay_spread,0.015061197097146803,-0.00021649471539539333,-0.047267197047332635,-0.04329894307907867,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-07,bear_steepener,high_uncertainty,pay_spread,0.015134938877547702,7.374178040089885e-05,0.010780102111925802,0.01474835608017977,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-08,bear_steepener,high_uncertainty,pay_spread,0.015490960321543401,0.00035602144399569935,0.0672360348308859,0.07120428879913987,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-09,bear_steepener,high_uncertainty,pay_spread,0.0167010542580142,0.001210093936470799,0.23805053332590587,0.24201878729415982,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-10,bear_steepener,high_uncertainty,pay_spread,0.016663701130526898,-3.735312748730235e-05,-0.011438879465714438,-0.00747062549746047,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-13,bear_steepener,high_uncertainty,pay_spread,0.017264931438838893,0.0006012303083119952,0.11627780769414507,0.12024606166239904,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-14,bear_steepener,high_uncertainty,pay_spread,0.017656747269352305,0.00039181583051341173,0.07439491213442838,0.07836316610268235,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-15,bear_steepener,high_uncertainty,pay_spread,0.016847765149102606,-0.0008089821202496988,-0.16576467801819372,-0.16179642404993977,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-16,bear_steepener,high_uncertainty,pay_spread,0.015878849321697502,-0.0009689158274051035,-0.19775141944927466,-0.1937831654810207,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-17,bear_steepener,high_uncertainty,pay_spread,0.015536056048953195,-0.00034279327274430726,-0.07252690851711542,-0.06855865454886145,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-20,bear_steepener,high_uncertainty,pay_spread,0.016032200328826893,0.0004961442798736976,0.09526060200648555,0.09922885597473952,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-21,bear_steepener,high_uncertainty,pay_spread,0.015584995345451505,-0.0004472049833753877,-0.09340925064333151,-0.08944099667507754,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-22,bear_steepener,high_uncertainty,pay_spread,0.016185566171038793,0.0006005708255872877,0.11614591114920357,0.12011416511745754,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-23,bear_steepener,high_uncertainty,pay_spread,0.015522482343149194,-0.000663083827889599,-0.13658501954617375,-0.1326167655779198,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-24,bear_steepener,high_uncertainty,pay_spread,0.014312582822509495,-0.0012098995206396984,-0.24594815809619364,-0.24197990412793968,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-27,bear_steepener,high_uncertainty,pay_spread,0.014295583288176594,-1.6999534332901023e-05,-0.007368160834834173,-0.0033999068665802046,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-28,bear_steepener,high_uncertainty,pay_spread,0.01495858051173421,0.0006629972235576154,0.12863119074326912,0.13259944471152307,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-29,bear_steepener,high_uncertainty,pay_spread,0.015433540916560504,0.000474960404826294,0.09102382699700483,0.0949920809652588,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-30,bear_steepener,high_uncertainty,pay_spread,0.013112087288389807,-0.002321453628170697,-0.4682589796023934,-0.4642907256341394,-0.003968253968253968,2012-07-31,2012-08-31
2012-08-31,bear_steepener,high_uncertainty,pay_spread,0.012089745764066698,-0.0010223415243231088,-0.2084365588328757,-0.20446830486462175,-0.003968253968253968,2012-07-31,2012-08-31
2012-09-03,bear_steepener,high_uncertainty,pay_spread,0.013075650615204104,0.0009859048511374063,0.1932127162592273,0.19718097022748127,-0.003968253968253968,2012-08-31,2012-09-28
2012-09-04,bear_steepener,high_uncertainty,pay_spread,0.013078150933465399,2.5003182612948205e-06,-0.003468190315995004,0.0005000636522589641,-0.003968253968253968,2012-08-31,2012-09-28
2012-09-05,bear_steepener,high_uncertainty,pay_spread,0.013051256031618497,-2.689490184690224e-05,-0.009347234337634416,-0.005378980369380448,-0.003968253968253968,2012-08-31,2012-09-28
2012-09-06,bear_steepener,high_uncertainty,pay_spread,0.013134176118131405,8.292008651290816e-05,0.012615763334327665,0.016584017302581633,-0.003968253968253968,2012-08-31,2012-09-28
2012-09-10,bear_steepener,high_uncertainty,pay_spread,0.013956441274715,0.0008222651565835959,0.16048477734846522,0.16445303131671918,-0.003968253968253968,2012-08-31,2012-09-28
2012-09-11,bear_steepener,high_uncertainty,pay_spread,0.014224946162221211,0.00026850488750621015,0.04973272353298806,0.05370097750124203,-0.003968253968253968,2012-08-31,2012-09-28
