date,position_type,position_size,std_4y,spread_level,execution_style,regime
2018-02-15,bear_steepener,0.6574267978011289,0.5800821917808219,0.027497634407523494,standard,medium_uncertainty
2018-02-22,bear_steepener,0.7162129314535728,0.6016164383561644,0.029695232403756003,standard,medium_uncertainty
2018-02-26,bear_steepener,0.590637971654014,0.5556164383561644,0.0270784696597864,standard,medium_uncertainty
2018-03-12,bear_steepener,0.660268875509517,0.5811232876712329,0.031163567324276498,standard,medium_uncertainty
2018-03-19,bear_steepener,0.7388747616020339,0.6099178082191781,0.027363858687792397,standard,medium_uncertainty
2018-03-20,bear_steepener,0.6853240342545153,0.5903013698630137,0.027708936946873097,standard,medium_uncertainty
2018-03-23,bear_steepener,0.743063086645974,0.6114520547945206,0.030448623524858193,standard,medium_uncertainty
2018-03-26,bear_steepener,0.5278130959949137,0.5326027397260273,0.030461531616342505,standard,medium_uncertainty
2018-04-02,bear_steepener,0.44636513219400875,0.5027671232876711,0.030943063456739098,standard,medium_uncertainty
2018-04-04,bear_steepener,0.3796510975655356,0.4783287671232876,0.03214425136970331,standard,medium_uncertainty
2018-04-09,bear_steepener,0.5202591526120937,0.5298356164383562,0.03313088847801411,standard,medium_uncertainty
2018-04-19,bear_steepener,0.44658950674993436,0.5028493150684932,0.0338258117162987,standard,medium_uncertainty
2018-05-03,bear_steepener,0.5219045660222126,0.5304383561643835,0.0331286940992226,standard,medium_uncertainty
2018-05-09,bear_steepener,0.4453928424516657,0.5024109589041096,0.034588601981300496,standard,medium_uncertainty
2018-05-10,bear_steepener,0.3643936277626114,0.4727397260273972,0.032700549657167594,standard,medium_uncertainty
2018-05-11,bear_steepener,0.45698552784114255,0.5066575342465753,0.0328684039013722,standard,medium_uncertainty
2018-05-17,bear_steepener,0.5071706368497808,0.5250410958904109,0.029949337737595894,standard,medium_uncertainty
2018-05-21,bear_steepener,0.559150742305822,0.5440821917808218,0.0344472465944526,standard,medium_uncertainty
2018-06-07,bear_steepener,0.631548932351071,0.5706027397260274,0.03317792437340268,standard,medium_uncertainty
2018-06-08,bear_steepener,0.8253813791943287,0.6153424657534247,0.029164991762556103,pay_spread,high_uncertainty
2018-06-21,bear_steepener,0.7529303016084782,0.6253972602739726,0.0307096557082904,pay_spread,high_uncertainty
2018-07-06,bear_steepener,0.6892131932238882,0.5917260273972603,0.02856419544925569,standard,medium_uncertainty
2018-07-30,bear_steepener,0.7569218475832703,0.6409315068493151,0.02997985872889239,pay_spread,high_uncertainty
2018-08-10,bear_steepener,0.6878669458883357,0.5912328767123287,0.03007521705488099,standard,medium_uncertainty
2018-08-13,bear_steepener,0.7521770469007133,0.6224657534246576,0.030435059302270792,pay_spread,high_uncertainty
2018-08-20,bear_steepener,0.6569780486892782,0.579917808219178,0.03393971650083309,standard,medium_uncertainty
2018-08-22,bear_steepener,0.7286283235481095,0.6061643835616439,0.034158745571360394,standard,medium_uncertainty
2018-09-21,bear_steepener,0.6606428331027256,0.5812602739726027,0.03229252968171631,standard,medium_uncertainty
2018-10-08,bear_steepener,0.844128973701328,0.6816712328767123,0.0260752824597712,pay_spread,high_uncertainty
2018-10-09,bear_steepener,0.7675378111282198,0.6822465753424658,0.027656321635828998,pay_spread,high_uncertainty
2018-10-16,bear_steepener,0.8482563871140627,0.6962739726027397,0.02427837262226691,pay_spread,high_uncertainty
2018-10-23,bear_steepener,0.781483582867308,0.7365205479452056,0.0225390529217388,pay_spread,high_uncertainty
2019-01-10,bear_steepener,0.8639839230263783,0.7519178082191781,0.0220016748263661,pay_spread,high_uncertainty
2019-01-11,bear_steepener,0.7803501809238484,0.7321095890410958,0.022435685383727103,pay_spread,high_uncertainty
2019-05-13,bear_steepener,0.7242904154668857,0.6045753424657534,0.022046924965527,standard,medium_uncertainty
2019-05-16,bear_steepener,0.6293799783104593,0.5698082191780822,0.023174799321237005,standard,medium_uncertainty
2019-05-17,bear_steepener,0.7672843796377569,0.6812602739726028,0.023110930088168002,pay_spread,high_uncertainty
2020-02-18,bear_steepener,0.380558608861405,0.4786612021857923,0.0202951730820393,standard,medium_uncertainty
2020-02-26,bear_steepener,0.2519703273845465,0.4315573770491803,0.02237170220452981,standard,medium_uncertainty
2020-02-27,bear_steepener,0.5839578220791508,0.5531693989071038,0.022409410519098998,standard,medium_uncertainty
2020-03-02,bear_steepener,0.639152328049496,0.5733879781420764,0.024339069737125303,standard,medium_uncertainty
2020-03-04,bear_steepener,0.7165738107484398,0.6017486338797814,0.024183787505571694,standard,medium_uncertainty
2020-03-06,bear_steepener,0.6348262721761446,0.5718032786885245,0.025173330016260896,standard,medium_uncertainty
2020-03-13,bear_steepener,0.5807505737592524,0.5519945355191257,0.0261440134543809,standard,medium_uncertainty
2020-03-20,bear_steepener,0.42182323024568996,0.56,0.038333594492876905,standard,medium_uncertainty
2020-03-26,bear_steepener,0.6234890223011549,0.5676502732240437,0.0404180635349971,standard,medium_uncertainty
2020-03-27,bear_steepener,0.7548501374735043,0.6328688524590165,0.03936587749610031,pay_spread,high_uncertainty
2020-03-30,bear_steepener,0.6169253513208974,0.5652459016393442,0.040455116351744605,standard,medium_uncertainty
2020-04-03,bear_steepener,0.46390531168956667,0.5820218579234973,0.049710995453296394,standard,medium_uncertainty
2020-04-06,bear_steepener,0.3848846647347566,0.4802459016393443,0.0465210813729275,standard,medium_uncertainty
2020-04-09,bear_steepener,0.6718215086103221,0.5853551912568306,0.044094340663520096,standard,medium_uncertainty
2020-04-13,bear_steepener,0.7501674444323182,0.6146448087431694,0.044363072953018196,pay_spread,high_uncertainty
2020-04-14,bear_steepener,0.6954656415732946,0.594016393442623,0.04259662385558511,standard,medium_uncertainty
2020-04-16,bear_steepener,0.7530037382683589,0.6256830601092895,0.038418714794737505,pay_spread,high_uncertainty
2020-04-24,bear_steepener,0.334474195189107,0.5142896174863388,0.054193643370728406,standard,medium_uncertainty
2020-04-27,bear_steepener,0.531299279896632,0.533879781420765,0.048911650307477995,standard,medium_uncertainty
2020-04-29,bear_steepener,0.24000253321456066,0.4136065573770492,0.0424510118095516,collect_carry,low_uncertainty
2020-04-30,bear_steepener,0.29373914271345647,0.4468579234972677,0.0442198819791555,standard,medium_uncertainty
2020-05-13,bear_steepener,0.5092214775084942,0.525792349726776,0.0497844896632635,standard,medium_uncertainty
2020-05-22,bear_steepener,0.6874102271884333,0.5910655737704918,0.0450126683460456,standard,medium_uncertainty
2020-05-27,bear_steepener,0.742613678510496,0.5865573770491803,0.0409261818816198,standard,medium_uncertainty
2020-05-28,bear_steepener,0.6726419674828544,0.5856557377049181,0.04187068941696139,standard,medium_uncertainty
2020-06-02,bear_steepener,0.7358859157557323,0.5843169398907104,0.039195297021230896,standard,medium_uncertainty
2020-06-08,bear_steepener,0.794630771029035,0.603879781420765,0.0374533710951876,standard,medium_uncertainty
2020-06-15,bear_steepener,0.7361902365189816,0.6089344262295082,0.0387201643207411,standard,medium_uncertainty
2020-07-13,bear_steepener,0.40636576976105293,0.4881147540983606,0.0347481995372219,standard,medium_uncertainty
2020-07-29,bear_steepener,0.4747622048621431,0.5131693989071038,0.0370341429653109,standard,medium_uncertainty
2020-08-12,bear_steepener,0.4139736611245328,0.4909016393442622,0.0405449518167109,standard,medium_uncertainty
2020-08-14,bear_steepener,0.33550795804236655,0.4621584699453552,0.04181418012584891,standard,medium_uncertainty
2020-08-17,bear_steepener,0.4684968825628064,0.5108743169398906,0.0437652788768031,standard,medium_uncertainty
2020-08-24,bear_steepener,0.5607612121375597,0.544672131147541,0.0417503294602906,standard,medium_uncertainty
2020-08-28,bear_steepener,0.5040749627626104,0.5239071038251366,0.041415669815217694,standard,medium_uncertainty
2020-09-01,bear_steepener,0.6824874739532403,0.5892622950819673,0.04155501959436699,standard,medium_uncertainty
2020-09-04,bear_steepener,0.5593440559031859,0.5441530054644809,0.040704165082883,standard,medium_uncertainty
2020-09-17,bear_steepener,0.32290272627346317,0.4575409836065573,0.0427418794988663,standard,medium_uncertainty
2020-09-25,bear_steepener,0.2680811561542689,0.4374590163934426,0.044892818817884,standard,medium_uncertainty
2020-10-14,bear_steepener,0.3703401665398682,0.4749180327868852,0.039826797136770696,standard,medium_uncertainty
2020-10-19,bear_steepener,0.4277722876171194,0.4959562841530054,0.038214752619237596,standard,medium_uncertainty
2020-10-22,bear_steepener,0.32200768023070087,0.4572131147540983,0.03774089350533791,standard,medium_uncertainty
2020-10-23,bear_steepener,0.5297046010884002,0.515655737704918,0.0348339608959745,standard,medium_uncertainty
2020-10-30,bear_steepener,0.5955934206350616,0.5574316939890711,0.0352166524823703,standard,medium_uncertainty
2020-11-03,bear_steepener,0.45372862285722787,0.505464480874317,0.0354491530403102,standard,medium_uncertainty
2020-11-12,bear_steepener,0.3829453983087713,0.479535519125683,0.0351642952322931,standard,medium_uncertainty
2020-11-17,bear_steepener,0.3287205255514188,0.459672131147541,0.0352975725424083,standard,medium_uncertainty
2020-11-20,bear_steepener,0.4182997169978846,0.4924863387978142,0.036725781853103094,standard,medium_uncertainty
2020-12-10,bear_steepener,0.5238405628736127,0.5311475409836066,0.0296193602570265,standard,medium_uncertainty
2020-12-14,bear_steepener,0.6584704051391168,0.5804644808743169,0.029555949440798396,standard,medium_uncertainty
2020-12-15,bear_steepener,0.7118002318537073,0.6,0.029346478710105192,standard,medium_uncertainty
2021-01-13,bear_steepener,0.7880657618557216,0.7621369863013698,0.0274795453349534,pay_spread,high_uncertainty
2021-03-12,bear_steepener,0.8595932224541071,0.7363835616438357,0.02018546473576309,pay_spread,high_uncertainty
2021-03-19,bear_steepener,0.7941269983359613,0.7857260273972603,0.018256904323410997,pay_spread,high_uncertainty
2021-06-07,bear_steepener,0.6930051232190265,0.5931150684931507,0.0120251600801866,standard,medium_uncertainty
2021-06-11,bear_steepener,0.7797568696456202,0.7298005479452054,0.011684992951351406,pay_spread,high_uncertainty
2021-07-16,bear_steepener,0.678434239557234,0.5877775342465754,0.008895462518021105,standard,medium_uncertainty
2021-07-19,bear_steepener,0.6024325941438239,0.5599369863013699,0.009929729011854502,standard,medium_uncertainty
2021-07-22,bear_steepener,0.3925301970756513,0.4830465753424657,0.009914026476046195,standard,medium_uncertainty
2021-07-30,bear_steepener,0.4634759358288766,0.5090350684931506,0.008342396381381803,standard,medium_uncertainty
2021-08-06,bear_steepener,0.30977562544407455,0.4527323287671233,0.006845665844467705,standard,medium_uncertainty
2021-08-16,bear_steepener,0.24541095672633614,0.4229271232876712,0.0135137186370924,collect_carry,low_uncertainty
2021-08-23,bear_steepener,0.3132287498597657,0.4539972602739726,0.013375250132557595,standard,medium_uncertainty
2021-08-24,bear_steepener,0.24958109440081394,0.430113698630137,0.011802623524229006,collect_carry,low_uncertainty
2021-09-14,bear_steepener,0.3239426349052017,0.4579219178082192,0.011594680552772907,standard,medium_uncertainty
2021-09-17,bear_steepener,0.4730731835009909,0.5125506849315069,0.01052632994368749,standard,medium_uncertainty
2021-10-04,bear_steepener,0.3894884260124899,0.4819323287671233,0.009006371660750204,standard,medium_uncertainty
2021-10-11,bear_steepener,0.4558658988070752,0.506247397260274,0.010008144526268498,standard,medium_uncertainty
2021-10-18,bear_steepener,0.3028828390860475,0.450207397260274,0.007340877839631499,standard,medium_uncertainty
2021-10-22,bear_steepener,0.37419374742904127,0.4638684931506849,0.0005685300331775001,standard,medium_uncertainty
2021-11-17,bear_steepener,0.3232769903892896,0.4576780821917808,-0.011710852452820414,standard,medium_uncertainty
2021-11-22,bear_steepener,0.201401704238339,0.3470841095890411,-0.013672586329920494,collect_carry,low_uncertainty
2021-12-17,bear_steepener,0.2997169141019406,0.4490476712328767,-0.017263026080666793,standard,medium_uncertainty
2021-12-21,bear_steepener,0.24365679946583574,0.4199041095890411,-0.013309313989874394,collect_carry,low_uncertainty
2022-01-28,bear_steepener,0.293959462996896,0.4469386301369863,-0.012925598958743997,standard,medium_uncertainty
2022-02-11,bear_steepener,0.4193356643356641,0.4789013698630137,-0.01760138254709709,standard,medium_uncertainty
2022-02-14,bear_steepener,0.32347518791369023,0.4577506849315068,-0.016560066462007098,standard,medium_uncertainty
2022-02-21,bear_steepener,0.6233607568901685,0.5676032876712329,-0.016942591982261,standard,medium_uncertainty
2022-03-10,bear_steepener,0.7262746344564521,0.6053021917808219,-0.014975220958594312,standard,medium_uncertainty
2022-06-06,bear_steepener,0.5467936875958264,0.5395556164383561,-0.00897861387729669,standard,medium_uncertainty
2022-06-10,bear_steepener,0.6930320481657376,0.5931249315068493,-0.005910697097601295,standard,medium_uncertainty
2022-06-13,bear_steepener,0.7504744096706194,0.6158394520547945,-0.006862948919620096,pay_spread,high_uncertainty
2022-08-11,bear_steepener,0.6938225945177813,0.5934145205479452,-0.007145422250240105,standard,medium_uncertainty
2022-08-12,bear_steepener,0.7577224799002246,0.6440473972602739,-0.008223520564811793,pay_spread,high_uncertainty
2022-09-30,bear_steepener,0.8077817462468346,0.838867397260274,-0.002779370211087012,pay_spread,high_uncertainty
2022-11-16,bear_steepener,0.8808312037407228,0.8115232876712328,-0.011358963465390698,pay_spread,high_uncertainty
2022-11-28,bear_steepener,0.8149731463792668,0.8668547945205479,-0.010796222616271306,pay_spread,high_uncertainty
2023-01-27,bear_steepener,0.758664400273112,0.6477131506849314,0.0016245573202788022,pay_spread,high_uncertainty
2023-02-06,bear_steepener,0.6413496129538907,0.5741928767123288,-0.0027872337686969118,standard,medium_uncertainty
2023-02-09,bear_steepener,0.7517039747851824,0.6206246575342467,0.007956054633082799,pay_spread,high_uncertainty
2023-11-20,bear_steepener,0.6788934594816942,0.5879457534246575,0.010758453314193603,standard,medium_uncertainty
2023-12-01,bear_steepener,0.6084121760592345,0.5621273972602739,0.011847644145474498,standard,medium_uncertainty
2023-12-11,bear_steepener,0.5438558767435773,0.5384794520547946,0.011425717644155703,standard,medium_uncertainty
2024-01-17,bear_steepener,0.4780813339373867,0.5143852459016393,0.012709378040459005,standard,medium_uncertainty
2024-01-26,bear_steepener,0.38185045864979217,0.4791344262295082,0.013165753636106697,standard,medium_uncertainty
2024-02-19,bear_steepener,0.2548643095894779,0.4326174863387977,0.011402736465831106,standard,medium_uncertainty
2024-03-05,bear_steepener,0.39004460517128153,0.4821360655737705,0.0126483081329518,standard,medium_uncertainty
2024-03-11,bear_steepener,0.44292690886449093,0.5015076502732241,0.013683847162626897,standard,medium_uncertainty
2024-04-05,bear_steepener,0.24866183983307885,0.4285295081967213,0.015183589528870098,collect_carry,low_uncertainty
2024-05-02,bear_steepener,0.3355116874008779,0.4621598360655737,0.012903508655409401,standard,medium_uncertainty
2024-05-13,bear_steepener,0.4234328060531267,0.4943666666666667,0.014126398584193303,standard,medium_uncertainty
2024-05-17,bear_steepener,0.36273675040660175,0.4721327868852458,0.012728795006990104,standard,medium_uncertainty
2024-06-03,bear_steepener,0.24552918687113773,0.4231308743169399,0.011150467166774092,collect_carry,low_uncertainty
2024-06-17,bear_steepener,0.3123605756331274,0.4536792349726776,0.0078207213849502,standard,medium_uncertainty
2024-06-27,bear_steepener,0.2616196695972272,0.4350920765027323,0.008861639676506702,standard,medium_uncertainty
2024-07-29,bear_steepener,0.3391783926893943,0.4635030054644808,0.0013397351313630956,standard,medium_uncertainty
2024-08-19,bear_steepener,0.25997651423705576,0.4344901639344262,-0.004695148543700095,standard,medium_uncertainty
2024-09-12,bear_steepener,0.35070136461825735,0.4677240437158469,-0.0015774872917573013,standard,medium_uncertainty
2024-09-19,bear_steepener,0.4014191486313863,0.4863027322404371,-0.0030317885816885937,standard,medium_uncertainty
