date,position_type,position_size,uncertainty_level,execution_style,entry_spread,entry_std_4y
2018-02-14,bear_steepener,0.7518250587195147,1.0387794024157653,pay_spread,0.026200739125879613,0.6210958904109589
2018-02-26,bear_steepener,0.590637971654014,0.6812759433080281,standard,0.0270784696597864,0.5556164383561644
2018-03-19,bear_steepener,0.7388747616020339,0.9777495232040678,standard,0.027363858687792397,0.6099178082191781
2018-03-26,bear_steepener,0.5278130959949137,0.5556261919898274,standard,0.030461531616342505,0.5326027397260273
2018-04-04,bear_steepener,0.3796510975655356,0.2593021951310713,standard,0.03214425136970331,0.4783287671232876
2018-04-09,bear_steepener,0.5202591526120937,0.5405183052241872,standard,0.03313088847801411,0.5298356164383562
2018-05-10,bear_steepener,0.3643936277626114,0.22878725552522283,standard,0.032700549657167594,0.4727397260273972
2018-05-14,bear_steepener,0.4844340151826779,0.46886803036535585,standard,0.0317467923457868,0.5167123287671233
2018-05-30,bear_steepener,0.584654650162671,0.6693093003253422,standard,0.041593310102108,0.5534246575342465
2018-06-08,bear_steepener,0.7503467083584806,1.007366964586215,pay_spread,0.029164991762556103,0.6153424657534247
2018-09-24,bear_steepener,0.6364851725814288,0.7729703451628576,standard,0.031725177921011,0.5724109589041095
2018-10-08,bear_steepener,0.7673899760921163,1.3695074978497426,pay_spread,0.0260752824597712,0.6816712328767123
2019-05-16,bear_steepener,0.6293799783104593,0.7587599566209187,standard,0.023174799321237005,0.5698082191780822
2019-05-17,bear_steepener,0.7672843796377569,1.3672637522904896,pay_spread,0.023110930088168002,0.6812602739726028
2020-02-18,bear_steepener,0.380558608861405,0.26111721772281,standard,0.0202951730820393,0.4786612021857923
2020-02-26,bear_steepener,0.2519703273845465,0.003940654769092955,standard,0.02237170220452981,0.4315573770491803
2020-02-27,bear_steepener,0.5839578220791508,0.6679156441583015,standard,0.022409410519098998,0.5531693989071038
2020-03-04,bear_steepener,0.7165738107484398,0.9331476214968798,standard,0.024183787505571694,0.6017486338797814
2020-03-09,bear_steepener,0.6128976441284673,0.7257952882569344,standard,0.027060916806826797,0.5637704918032788
2020-03-27,bear_steepener,0.7548501374735043,1.1030571952812678,pay_spread,0.03936587749610031,0.6328688524590165
2020-03-30,bear_steepener,0.6169253513208974,0.7338507026417947,standard,0.040455116351744605,0.5652459016393442
2020-04-06,bear_steepener,0.3848846647347566,0.2697693294695132,standard,0.0465210813729275,0.4802459016393443
2020-04-09,bear_steepener,0.6718215086103221,0.843643017220644,standard,0.044094340663520096,0.5853551912568306
2020-04-24,bear_steepener,0.4778202788415814,0.4556405576831628,standard,0.054193643370728406,0.5142896174863388
2020-04-29,bear_steepener,0.24000253321456066,-0.09406688691338475,collect_carry,0.0424510118095516,0.4136065573770492
2020-05-13,bear_steepener,0.5092214775084942,0.5184429550169883,standard,0.0497844896632635,0.525792349726776
2020-05-22,bear_steepener,0.6874102271884333,0.8748204543768666,standard,0.0450126683460456,0.5910655737704918
2020-07-13,bear_steepener,0.40636576976105293,0.31273153952210586,standard,0.0347481995372219,0.4881147540983606
2020-08-18,bear_steepener,0.5092960646787241,0.5185921293574484,standard,0.0415051126948425,0.5258196721311476
2020-09-01,bear_steepener,0.6824874739532403,0.8649749479064807,standard,0.04155501959436699,0.5892622950819673
2020-09-04,bear_steepener,0.5593440559031859,0.6186881118063718,standard,0.040704165082883,0.5441530054644809
2020-09-17,bear_steepener,0.32290272627346317,0.1458054525469264,standard,0.0427418794988663,0.4575409836065573
2020-10-19,bear_steepener,0.4277722876171194,0.3555445752342387,standard,0.038214752619237596,0.4959562841530054
2020-10-22,bear_steepener,0.32200768023070087,0.14401536046140176,standard,0.03774089350533791,0.4572131147540983
2020-10-23,bear_steepener,0.4815496373530911,0.4630992747061821,standard,0.0348339608959745,0.515655737704918
2020-10-30,bear_steepener,0.5955934206350616,0.6911868412701232,standard,0.0352166524823703,0.5574316939890711
2020-11-03,bear_steepener,0.45372862285722787,0.40745724571445574,standard,0.0354491530403102,0.505464480874317
2020-11-13,bear_steepener,0.3385660320218047,0.1771320640436094,standard,0.03510839698234801,0.4632786885245902
2020-11-23,bear_steepener,0.4419438499608569,0.3838876999217138,standard,0.036206562129126305,0.5011475409836066
2020-12-14,bear_steepener,0.6584704051391168,0.8169408102782337,standard,0.029555949440798396,0.5804644808743169
2020-12-18,bear_steepener,0.7613651886612413,1.2414909832285124,pay_spread,0.028220603039157494,0.6582240437158471
2021-06-09,bear_steepener,0.6455760816723382,0.7911521633446763,standard,0.0112112928078318,0.575741095890411
2021-06-11,bear_steepener,0.7797568696456202,1.6322830111065392,pay_spread,0.011684992951351406,0.7298005479452054
2021-07-16,bear_steepener,0.678434239557234,0.8568684791144681,standard,0.008895462518021105,0.5877775342465754
2021-07-22,bear_steepener,0.3925301970756513,0.2850603941513025,standard,0.009914026476046195,0.4830465753424657
2021-08-09,bear_steepener,0.2912228413297929,0.08244568265958581,standard,0.007535808042792302,0.4459361643835616
2021-09-17,bear_steepener,0.4730731835009909,0.4461463670019818,standard,0.01052632994368749,0.5125506849315069
2021-10-18,bear_steepener,0.3028828390860475,0.10576567817209498,standard,0.007340877839631499,0.450207397260274
2021-11-22,bear_steepener,0.201401704238339,-0.4572648741632698,collect_carry,-0.013672586329920494,0.3470841095890411
2022-01-31,bear_steepener,0.3129475337496727,0.1258950674993454,standard,-0.014365042671379905,0.4538942465753425
2022-02-21,bear_steepener,0.6233607568901685,0.7467215137803368,standard,-0.016942591982261,0.5676032876712329
2022-03-10,bear_steepener,0.7262746344564521,0.9525492689129044,standard,-0.014975220958594312,0.6053021917808219
2022-06-06,bear_steepener,0.5467936875958264,0.5935873751916526,standard,-0.00897861387729669,0.5395556164383561
2022-06-10,bear_steepener,0.6930320481657376,0.8860640963314752,standard,-0.005910697097601295,0.5931249315068493
2022-09-05,bear_steepener,0.7952613858463282,1.9617276840806246,pay_spread,-0.007609347812014902,0.7901408219178083
2023-02-06,bear_steepener,0.6413496129538907,0.7826992259077814,standard,-0.0027872337686969118,0.5741928767123288
2023-02-09,bear_steepener,0.7517039747851824,1.0362065741744884,pay_spread,0.007956054633082799,0.6206246575342467
2023-11-24,bear_steepener,0.6464915298605135,0.792983059721027,standard,0.012425660365832092,0.5760764383561644
2023-12-11,bear_steepener,0.5438558767435773,0.5877117534871547,standard,0.011425717644155703,0.5384794520547946
2024-01-26,bear_steepener,0.38185045864979217,0.26370091729958434,standard,0.013165753636106697,0.4791344262295082
2024-02-19,bear_steepener,0.2548643095894779,0.009728619178955816,standard,0.011402736465831106,0.4326174863387977
2024-03-05,bear_steepener,0.39004460517128153,0.28008921034256307,standard,0.0126483081329518,0.4821360655737705
2024-04-05,bear_steepener,0.24866183983307885,-0.012590845640727585,collect_carry,0.015183589528870098,0.4285295081967213
2024-05-03,bear_steepener,0.3627561430708618,0.22551228614172364,standard,0.013035062708180306,0.4721398907103825
2024-06-03,bear_steepener,0.24552918687113773,-0.04206620357229649,collect_carry,0.011150467166774092,0.4231308743169399
2024-08-02,bear_steepener,0.3609033977623437,0.22180679552468735,standard,0.0033937244222096014,0.4714612021857923
2024-08-19,bear_steepener,0.25997651423705576,0.019953028474111494,standard,-0.004695148543700095,0.4344901639344262
2024-09-13,bear_steepener,0.3680175220588999,0.23603504411779982,standard,-0.0018566808270645968,0.4740672131147541
2024-11-18,bear_steepener,0.4782804816819015,0.456560963363803,standard,-0.01052977442253189,0.5144581967213114
2025-01-17,bear_steepener,0.5999353053363745,0.699870610672749,standard,-0.0077964943504097994,0.5590221917808219
2025-01-23,bear_steepener,0.7138203507722222,0.9276407015444443,standard,-0.009189184175170312,0.60074
2025-01-24,bear_steepener,0.5925616095134807,0.6851232190269614,standard,-0.010974139204404099,0.5563210958904109
2025-01-31,bear_steepener,0.48520735948543425,0.47041471897086856,standard,-0.010560652997344488,0.5169956164383562
2025-03-10,bear_steepener,0.6175509517220743,0.7351019034441486,standard,-0.0016775386048761831,0.5654750684931507
2025-04-22,bear_steepener,0.4125114991959907,0.3250229983919815,standard,0.0016340888244801843,0.4903660273972602
2025-05-15,bear_steepener,0.5288975730152199,0.5577951460304398,standard,-0.003593227710694702,0.533
2025-06-02,bear_steepener,0.641203021577353,0.7824060431547059,standard,-0.003002940133332216,0.5741391780821918
2025-06-26,bear_steepener,0.5077719606596611,0.5155439213193221,standard,-0.007218362163464304,0.5252613698630137
2025-07-15,bear_steepener,0.6136475823641595,0.727295164728319,standard,-0.004997291317684477,0.564045205479452
2025-07-18,bear_steepener,0.7370483527168015,0.974096705433603,standard,-0.00469742511521562,0.6092487671232877
2025-09-12,bear_steepener,0.6178770427433526,0.7357540854867053,standard,-0.00010364908221818792,0.5655945205479452
2025-11-21,bear_steepener,0.7538247035769039,1.081268464156164,pay_spread,0.007380832046891092,0.6288780821917809
2026-01-05,bear_steepener,0.48744437380800976,0.47488874761601946,standard,0.009403442659426983,0.5178150684931506
2026-01-09,bear_steepener,0.7602896001033421,1.2186365506151593,pay_spread,0.008525955764267595,0.6540380821917808
2026-02-09,bear_steepener,0.47577315732395925,0.4515463146479185,standard,0.012702387576445803,0.5135397260273973
2026-02-19,bear_steepener,0.34755805691634545,0.19511611383269087,standard,0.013060713140450791,0.466572602739726
